METEOROLOGICAL	DATA	-	CHACALTAYA	GAW	STATION	16	21	S,	68	8	W,	5380	masl,	Bolivia						
Please	cite	the	SENAMHI	(Servicio	Nacional	de	Meteorologia	e	Hidrologia,	Bolivia)	and	the	LFA	(Laboratorio	de	Fisica	de	la	Atm??sfera)	UMSA
Contact	:	Marcos	Andrade	-	mandrade	AT	atmos.umd.edu,	Isabel	Moreno	-	caisa.moreno	AT	chacaltaya.edu.bo							
File	version	5																		
																				
Local	Time	(UTC-4)																		
WS	=	Horizontal	wind	speed	(m/s)															
WD	=	Horizontal	wind	direction	(Deg)															
WDstdv	=	Standard	deviation	of	horizontal	wind	direction	(Deg)												
Tair	=	Avg	Air	temperature	(Deg	C)														
RH	=	Avg	Relative	humidity(%)																
Pbar	=	Smp	Barometric	pressure	(mbar)															
																				
Missing/bad	data	filled	with	-999.9																
																				
	YYYY	MM	DD	HH	mm	WS	WD	WDstdv	Tair	RH	Pbar									
	2018	1	1	0	0	0.54	81.1	58.7	0.60	38.97	535.0									
	2018	1	1	0	15	2.30	195.5	9.9	0.10	50.23	535.0									
	2018	1	1	0	30	3.17	208.9	15.5	-1.19	90.50	535.0									
	2018	1	1	0	45	3.87	213.8	8.7	-1.33	91.40	535.0									
	2018	1	1	1	0	2.94	226.6	14.7	-0.99	85.20	534.2									
	2018	1	1	1	15	3.39	231.5	10.9	-1.41	95.50	534.2									
	2018	1	1	1	30	3.50	226.3	6.1	-1.72	97.50	534.2									
	2018	1	1	1	45	4.37	227.5	5.8	-1.58	97.20	534.2									
	2018	1	1	2	0	3.27	226.1	8.7	-1.64	98.20	533.8									
	2018	1	1	2	15	4.17	218.1	4.6	-1.74	98.40	533.8									
	2018	1	1	2	30	3.52	212.3	11.7	-1.88	98.40	533.8									
	2018	1	1	2	45	2.13	220.6	17.0	-1.81	82.60	533.8									
	2018	1	1	3	0	2.16	227.9	5.9	-1.44	78.77	533.5									
	2018	1	1	3	15	2.28	220.8	11.9	-1.44	83.40	533.5									
	2018	1	1	3	30	2.31	193.1	13.4	-0.92	61.23	533.5									
	2018	1	1	3	45	2.28	167.2	17.6	-0.96	64.13	533.5									
	2018	1	1	4	0	3.13	149.2	2.8	-1.26	70.30	533.3									
	2018	1	1	4	15	2.87	138.6	3.8	-1.24	63.84	533.3									
	2018	1	1	4	30	1.43	121.7	11.5	-0.90	50.06	533.3									
	2018	1	1	4	45	1.21	167.6	21.2	-0.48	49.39	533.3									
	2018	1	1	5	0	2.27	214.1	13.8	-0.38	50.63	533.2									
	2018	1	1	5	15	2.15	207.6	7.4	-0.56	51.53	533.2									
	2018	1	1	7	0	0.93	80.6	2.6	-0.26	46.05	533.8									
	2018	1	1	7	15	1.12	88.0	26.4	-0.05	45.14	533.8									
	2018	1	1	7	30	0.66	126.9	11.6	0.44	44.07	533.8									
	2018	1	1	7	45	0.98	103.6	13.9	0.59	47.85	533.8									
	2018	1	1	8	0	0.36	79.4	43.9	1.21	47.37	534.5									
	2018	1	1	8	15	1.14	125.4	37.0	1.95	43.42	534.5									
	2018	1	1	8	30	2.42	116.8	21.2	1.06	52.76	534.5									
	2018	1	1	8	45	1.78	89.2	53.3	0.43	62.99	534.5									
	2018	1	1	9	0	0.87	59.5	65.9	-0.01	72.42	534.8									
	2018	1	1	9	15	0.94	172.1	86.3	0.17	71.71	534.8									
	2018	1	1	9	30	1.04	74.7	86.0	0.79	71.81	534.8									
	2018	1	1	9	45	1.21	111.9	61.5	0.47	73.42	534.8									
	2018	1	1	10	0	0.65	60.3	84.6	0.97	73.81	535.2									
	2018	1	1	10	15	1.57	6.6	65.1	0.88	75.57	535.2									
	2018	1	1	10	30	0.75	354.4	79.8	0.92	74.81	535.2									
	2018	1	1	10	45	0.86	19.9	44.3	1.35	71.23	535.2									
	2018	1	1	11	0	0.56	283.0	68.8	1.42	72.42	535.2									
	2018	1	1	11	15	0.89	320.2	68.2	1.99	69.34	535.2									
	2018	1	1	11	30	1.93	17.7	34.6	2.00	54.54	535.2									
	2018	1	1	11	45	2.59	18.2	45.6	3.12	55.46	535.2									
	2018	1	1	12	0	2.60	70.5	71.9	3.14	60.69	535.0									
	2018	1	1	12	15	1.75	43.5	73.0	2.83	66.07	535.0									
	2018	1	1	12	30	2.04	20.6	96.1	2.41	77.52	535.0									
	2018	1	1	12	45	1.67	203.9	62.9	1.59	86.10	535.0									
	2018	1	1	13	0	1.96	118.2	81.9	1.04	88.70	534.7									
	2018	1	1	13	15	2.14	17.0	35.0	-0.33	86.60	534.7									
	2018	1	1	13	30	2.82	138.0	49.5	-0.37	89.70	534.7									
	2018	1	1	13	45	2.65	205.4	30.5	-0.05	92.90	534.7									
	2018	1	1	14	0	1.59	149.8	26.1	-0.45	93.30	534.2									
	2018	1	1	14	15	2.14	162.5	42.4	-0.49	91.20	534.2									
	2018	1	1	14	30	3.55	200.8	14.2	-0.16	80.40	534.2									
	2018	1	1	14	45	2.51	135.9	20.1	-0.12	80.60	534.2									
	2018	1	1	15	0	3.26	78.2	22.8	-0.69	86.20	533.7									
	2018	1	1	15	15	3.42	58.2	6.2	-1.00	86.80	533.7									
	2018	1	1	15	30	1.52	6.4	41.0	-0.36	81.90	533.7									
	2018	1	1	15	45	2.80	298.7	21.0	-0.48	86.50	533.7									
	2018	1	1	16	0	4.89	237.0	13.1	-0.59	86.00	533.3									
	2018	1	1	16	15	4.57	239.3	14.1	-0.66	85.40	533.3									
	2018	1	1	16	30	2.71	262.3	43.5	0.30	70.11	533.3									
	2018	1	1	16	45	2.38	104.8	96.1	0.93	63.82	533.3									
	2018	1	1	17	0	2.23	136.6	72.5	1.33	58.38	532.8									
	2018	1	2	14	45	4.03	226.1	15.0	0.16	96.00	-999.9									
	2018	1	2	15	0	4.07	232.6	15.9	0.14	93.30	533.0									
	2018	1	2	15	15	3.79	237.3	12.6	0.68	90.80	533.0									
	2018	1	2	15	30	3.74	242.8	19.0	0.70	87.60	533.0									
	2018	1	2	15	45	3.49	250.3	42.2	1.16	89.00	533.0									
	2018	1	2	16	0	2.89	256.3	21.1	0.86	91.50	532.7									
	2018	1	2	16	15	1.72	290.1	55.9	0.77	91.70	532.7									
	2018	1	2	16	30	2.43	279.0	45.0	0.56	92.50	532.7									
	2018	1	3	9	30	2.67	121.2	32.0	-1.61	96.80	-999.9									
	2018	1	3	9	45	1.75	132.7	18.3	-1.23	96.00	-999.9									
	2018	1	3	10	0	2.87	131.7	30.0	-0.81	94.70	534.7									
	2018	1	3	10	15	2.03	132.5	34.1	-0.52	93.30	534.7									
	2018	1	3	10	30	2.65	102.6	29.5	-1.07	95.60	-999.9									
	2018	1	3	10	45	3.24	103.9	15.2	-1.42	96.90	-999.9									
	2018	1	3	11	0	2.63	112.5	22.0	-1.29	96.70	534.5									
	2018	1	3	11	15	3.93	87.7	14.9	-1.53	94.20	534.5									
	2018	1	3	11	30	2.98	102.8	28.1	-1.19	92.10	534.5									
	2018	1	3	11	45	3.10	84.9	23.4	-0.98	93.10	534.5									
	2018	1	3	12	0	3.83	92.4	19.7	-0.87	95.20	534.3									
	2018	1	3	12	15	3.67	51.0	14.1	-0.60	92.40	534.3									
	2018	1	3	12	30	3.66	61.6	23.6	0.03	90.10	534.3									
	2018	1	3	12	45	2.94	79.8	26.4	0.25	90.60	534.3									
	2018	1	3	13	0	2.96	89.2	28.9	-0.22	96.90	534.2									
	2018	1	3	13	15	2.38	44.0	41.0	-0.57	98.30	534.2									
	2018	1	3	13	30	1.79	326.0	43.1	0.01	97.20	534.2									
	2018	1	3	13	45	1.39	7.5	53.9	-0.03	97.00	534.2									
	2018	1	3	14	0	1.36	344.8	29.0	-0.24	97.80	533.8									
	2018	1	3	14	15	1.35	308.2	63.9	-0.24	98.10	533.8									
	2018	1	3	14	30	2.40	16.6	20.7	-0.62	98.20	533.8									
	2018	1	3	14	45	3.60	33.7	28.6	-0.72	98.70	533.8									
	2018	1	3	15	0	4.28	79.0	9.2	-0.50	99.00	533.3									
	2018	1	3	15	15	4.75	76.5	11.3	-0.63	99.10	533.3									
	2018	1	3	15	30	3.07	49.4	17.8	-1.17	99.20	533.3									
	2018	1	3	15	45	2.43	40.7	14.2	-1.40	99.00	533.3									
	2018	1	3	16	0	2.64	31.3	6.9	-1.45	98.70	533.0									
	2018	1	3	16	15	2.04	355.9	15.8	-1.48	98.60	533.0									
	2018	1	3	16	30	1.41	9.4	25.2	-1.32	98.20	533.0									
	2018	1	3	16	45	0.21	74.6	48.6	-0.46	98.10	533.0									
	2018	1	3	17	0	1.02	150.4	44.8	-0.12	97.90	532.8									
	2018	1	3	17	15	1.33	58.8	83.5	0.01	98.60	532.8									
	2018	1	3	17	30	1.14	52.1	90.4	-0.30	98.80	532.8									
	2018	1	3	17	45	1.42	261.1	30.4	0.84	98.30	532.8									
	2018	1	3	18	0	2.64	231.3	14.3	0.28	98.60	533.0									
	2018	1	3	18	15	1.19	258.6	31.5	0.20	98.50	533.0									
	2018	1	3	18	30	1.94	235.7	23.0	0.02	98.60	533.0									
	2018	1	3	18	45	1.21	256.0	46.0	0.42	98.50	533.0									
	2018	1	3	19	0	0.72	214.0	60.8	-0.31	98.00	533.3									
	2018	1	4	7	15	1.23	90.6	0.0	-3.34	97.60	-999.9									
	2018	1	4	7	30	-999.90	-999.9	-999.9	-2.93	97.00	-999.9									
	2018	1	4	7	45	-999.90	-999.9	-999.9	-2.48	96.90	-999.9									
	2018	1	4	8	0	1.98	106.1	14.6	-2.56	96.90	534.7									
	2018	1	4	8	15	1.46	130.7	26.4	-2.07	97.60	534.7									
	2018	1	4	8	30	0.74	192.6	51.7	-1.66	97.10	534.7									
	2018	1	4	8	45	1.41	146.4	38.9	-0.91	94.90	534.7									
	2018	1	4	9	0	2.22	118.9	26.5	-1.20	92.50	535.2									
	2018	1	4	9	15	2.21	106.3	14.1	-0.88	91.00	535.2									
	2018	1	4	9	30	2.22	147.1	32.3	0.07	86.90	535.2									
	2018	1	4	9	45	2.88	122.6	44.0	-0.21	85.10	535.2									
	2018	1	4	10	0	2.84	97.8	31.7	0.28	82.40	535.4									
	2018	1	4	10	15	3.10	124.5	22.4	0.63	82.80	535.4									
	2018	1	4	10	30	3.70	112.5	16.1	1.33	83.30	535.4									
	2018	1	4	10	45	3.87	104.7	25.8	0.74	82.20	535.4									
	2018	1	4	11	0	6.10	93.9	18.8	1.15	74.03	535.5									
	2018	1	4	11	15	8.14	86.9	12.2	0.84	63.79	535.5									
	2018	1	4	11	30	7.64	86.2	10.0	1.39	58.20	535.5									
	2018	1	4	11	45	7.76	88.6	9.8	1.44	60.51	535.5									
	2018	1	4	12	0	7.59	78.5	15.8	2.22	60.96	535.2									
	2018	1	4	12	15	7.53	81.6	18.7	2.27	60.66	535.2									
	2018	1	4	12	30	7.42	78.9	15.7	2.13	58.58	535.2									
	2018	1	4	12	45	7.04	61.3	17.4	2.66	60.96	535.2									
	2018	1	4	13	0	6.05	62.0	21.4	2.94	60.28	534.9									
	2018	1	4	13	15	6.01	61.1	21.5	2.90	59.91	534.9									
	2018	1	4	13	30	6.57	47.2	15.4	2.43	57.10	534.9									
	2018	1	4	13	45	6.18	66.2	17.4	2.88	55.78	534.9									
	2018	1	4	14	0	5.51	52.6	17.6	3.18	50.75	534.6									
	2018	1	4	14	15	5.85	52.5	16.8	3.14	44.48	534.6									
	2018	1	4	14	30	5.23	50.3	21.5	3.49	44.62	534.6									
	2018	1	4	14	45	5.83	51.1	17.5	3.36	41.24	534.6									
	2018	1	4	15	0	4.99	43.8	16.4	3.40	40.22	534.3									
	2018	1	4	15	15	5.82	67.0	24.6	3.60	41.19	534.3									
	2018	1	4	15	30	5.30	60.2	22.3	3.60	43.80	534.3									
	2018	1	4	15	45	5.32	64.2	20.7	3.08	43.37	534.3									
	2018	1	4	16	0	4.89	54.3	23.8	2.29	44.57	533.7									
	2018	1	4	16	15	4.88	54.0	18.9	1.80	45.91	533.7									
	2018	1	4	16	30	4.60	38.9	13.3	1.51	44.23	533.7									
	2018	1	4	16	45	4.88	51.1	17.0	1.59	43.71	533.7									
	2018	1	4	17	0	5.07	54.6	20.4	1.84	41.49	533.5									
	2018	1	4	17	15	4.59	41.2	20.1	1.52	37.45	533.5									
	2018	1	4	17	30	6.22	39.4	16.9	0.71	32.48	533.5									
	2018	1	4	17	45	7.28	31.9	7.4	0.73	29.58	533.5									
	2018	1	4	18	0	6.88	42.3	7.2	0.88	29.64	533.5									
	2018	1	4	18	15	4.72	72.3	13.3	0.68	29.50	533.5									
	2018	1	4	18	30	4.00	82.0	14.0	0.58	34.01	533.5									
	2018	1	4	18	45	4.23	93.3	9.5	0.22	32.12	533.5									
	2018	1	4	19	0	3.58	88.0	10.3	0.06	30.45	534.0									
	2018	1	4	19	15	3.59	108.6	11.9	-0.21	29.12	534.0									
	2018	1	4	19	30	3.32	105.1	7.5	-0.33	26.74	534.0									
	2018	1	4	19	45	2.55	95.9	6.6	-0.23	24.51	534.0									
	2018	1	4	20	0	3.58	94.8	12.4	-0.27	24.25	534.2									
	2018	1	4	20	15	3.33	95.1	11.6	-0.23	22.76	534.2									
	2018	1	4	20	30	2.71	103.4	12.2	-0.15	19.63	534.2									
	2018	1	4	20	45	3.45	81.2	10.6	-0.10	18.50	534.2									
	2018	1	4	21	0	3.89	60.8	10.6	0.02	19.93	534.5									
	2018	1	4	21	15	4.75	35.2	4.5	0.15	20.06	534.5									
	2018	1	4	21	30	2.83	49.0	9.5	0.23	21.84	534.5									
	2018	1	4	21	45	4.06	59.9	4.5	0.20	22.10	534.5									
	2018	1	4	22	0	4.69	58.5	9.6	0.27	23.99	535.0									
	2018	1	4	22	15	2.43	72.4	17.2	0.15	23.05	535.0									
	2018	1	4	22	30	0.31	116.0	49.2	0.26	27.51	535.0									
	2018	1	4	22	45	1.17	59.5	7.5	0.28	25.94	535.0									
	2018	1	4	23	0	3.35	45.3	5.9	0.38	23.09	535.5									
	2018	1	4	23	15	6.09	47.1	5.0	0.24	17.71	535.5									
	2018	1	4	23	30	6.35	45.3	4.1	0.23	16.52	535.5									
	2018	1	4	23	45	4.90	42.8	4.4	0.33	15.67	535.5									
	2018	1	5	0	0	4.73	47.8	3.4	0.34	16.27	535.0									
	2018	1	5	0	15	3.90	40.5	7.4	0.36	17.19	535.0									
	2018	1	5	0	30	2.77	35.8	7.9	0.41	17.48	535.0									
	2018	1	5	0	45	2.32	28.1	9.7	0.41	17.60	535.0									
	2018	1	5	1	0	2.05	12.8	7.9	0.42	18.00	534.7									
	2018	1	5	1	15	1.42	6.9	9.1	0.29	16.99	534.7									
	2018	1	5	1	30	1.16	5.8	13.8	-0.18	19.07	534.7									
	2018	1	5	1	45	1.66	357.5	24.6	-0.36	19.58	534.7									
	2018	1	5	2	0	1.80	350.6	19.1	-0.60	20.76	534.3									
	2018	1	5	2	15	2.22	15.8	7.8	-0.97	24.30	534.3									
	2018	1	5	2	30	2.62	14.2	6.7	-1.01	24.34	534.3									
	2018	1	5	2	45	2.46	8.1	7.0	-1.04	22.69	534.3									
	2018	1	5	3	0	2.46	3.6	2.7	-1.18	24.12	533.8									
	2018	1	5	3	15	2.47	5.6	5.7	-1.25	23.25	533.8									
	2018	1	5	3	30	2.13	359.9	8.0	-1.21	21.47	533.8									
	2018	1	5	3	45	1.89	343.0	9.5	-1.45	23.70	533.8									
	2018	1	5	4	0	1.14	338.8	17.2	-1.70	46.40	533.6									
	2018	1	5	4	15	0.27	17.9	45.9	-2.11	52.55	533.6									
	2018	1	5	6	45	4.43	261.7	16.0	-2.12	99.10	-999.9									
	2018	1	5	7	0	4.46	263.7	12.2	-1.95	98.80	534.4									
	2018	1	5	7	15	4.31	262.2	11.0	-2.08	98.50	534.4									
	2018	1	5	7	30	4.14	271.2	10.9	-1.90	98.30	534.4									
	2018	1	5	7	45	4.92	263.3	8.5	-2.19	97.90	534.4									
	2018	1	5	8	0	4.52	260.3	13.4	-2.15	97.30	534.8									
	2018	1	5	8	15	4.48	264.2	8.6	-1.81	97.00	534.8									
	2018	1	5	8	30	4.14	270.6	9.8	-1.53	96.90	534.8									
	2018	1	5	8	45	4.15	270.7	10.6	-1.57	96.10	534.8									
	2018	1	5	9	0	3.43	267.7	17.9	-1.25	95.20	535.2									
	2018	1	5	9	15	2.62	267.9	11.2	-0.71	90.20	535.2									
	2018	1	5	9	30	2.58	274.9	13.7	0.32	83.90	535.2									
	2018	1	5	9	45	2.99	281.9	12.7	0.36	83.00	535.2									
	2018	1	5	10	0	2.74	272.1	15.5	1.03	80.10	535.6									
	2018	1	5	10	15	3.07	271.7	22.8	1.78	77.75	535.6									
	2018	1	5	10	30	2.84	288.4	27.6	1.77	79.32	535.6									
	2018	1	5	10	45	2.93	275.6	28.5	1.25	85.70	535.6									
	2018	1	5	11	0	3.40	237.8	12.6	1.05	82.50	535.6									
	2018	1	5	11	15	3.20	234.5	17.6	2.78	72.17	535.6									
	2018	1	5	11	30	2.91	262.6	40.1	2.87	69.59	535.6									
	2018	1	5	11	45	2.48	273.5	28.9	2.12	71.97	535.6									
	2018	1	5	12	0	2.45	261.3	34.9	2.19	73.08	535.5									
	2018	1	5	12	15	2.48	263.3	46.5	2.42	71.38	535.5									
	2018	1	5	12	30	2.27	274.9	51.2	3.46	64.40	535.5									
	2018	1	5	12	45	2.58	230.1	28.2	3.23	67.09	535.5									
	2018	1	5	13	0	2.25	249.7	41.3	3.25	66.64	535.5									
	2018	1	5	13	15	3.00	224.0	41.3	4.16	64.04	535.5									
	2018	1	5	13	30	3.40	245.1	35.8	4.60	62.20	535.5									
	2018	1	5	13	45	2.96	227.7	16.8	4.74	63.16	535.5									
	2018	1	5	14	0	3.88	244.3	34.5	2.73	71.94	535.2									
	2018	1	5	14	15	1.40	225.9	77.0	3.75	66.26	535.2									
	2018	1	5	14	30	2.86	230.5	17.2	3.21	72.85	535.2									
	2018	1	5	14	45	2.32	200.3	69.6	2.84	75.17	535.2									
	2018	1	5	15	0	4.56	226.6	12.9	1.35	82.60	534.5									
	2018	1	5	15	15	3.66	179.7	37.2	1.20	73.20	534.5									
	2018	1	5	15	30	5.36	204.6	44.5	1.32	75.34	534.5									
	2018	1	5	15	45	6.13	28.8	31.9	-0.85	95.80	534.5									
	2018	1	5	16	0	5.60	24.4	20.9	-0.31	88.40	534.0									
	2018	1	5	16	15	6.03	340.3	14.9	0.24	84.90	534.0									
	2018	1	5	16	30	3.83	319.8	27.1	-0.04	87.30	534.0									
	2018	1	5	16	45	4.42	308.5	18.3	0.08	83.90	534.0									
	2018	1	5	17	0	3.50	321.8	15.5	0.56	69.04	534.1									
	2018	1	5	17	15	3.73	282.6	54.3	1.37	58.87	534.1									
	2018	1	5	17	30	4.19	336.6	7.5	1.04	64.04	534.1									
	2018	1	5	17	45	3.52	351.1	16.6	0.94	63.66	534.1									
	2018	1	5	18	0	3.31	335.3	38.8	1.20	58.85	534.2									
	2018	1	5	18	15	4.17	277.6	7.1	0.23	69.12	534.2									
	2018	1	5	18	30	3.75	295.4	14.4	0.67	60.76	534.2									
	2018	1	5	18	45	5.29	284.9	13.8	0.84	58.75	534.2									
	2018	1	5	19	0	3.10	254.2	39.0	2.12	46.98	534.1									
	2018	1	5	19	15	4.70	206.7	18.6	3.09	41.85	534.1									
	2018	1	5	19	30	4.74	200.5	30.2	1.62	61.24	534.1									
	2018	1	5	19	45	5.45	203.0	17.4	1.62	64.44	534.1									
	2018	1	5	20	0	9.31	216.6	2.7	2.11	61.49	534.0									
	2018	1	5	20	15	8.91	217.1	2.8	2.32	59.87	534.0									
	2018	1	5	20	30	5.88	218.5	25.5	2.13	61.96	534.0									
	2018	1	5	20	45	2.19	197.3	43.1	1.83	64.89	534.0									
	2018	1	5	21	0	4.34	221.3	21.2	1.53	68.39	534.9									
	2018	1	5	21	15	3.70	236.4	17.7	1.63	69.45	534.9									
	2018	1	6	12	30	7.12	60.8	16.2	-0.16	85.00	-999.9									
	2018	1	6	12	45	8.05	64.5	19.3	0.27	76.30	-999.9									
	2018	1	6	13	0	7.58	67.7	9.6	0.82	75.78	535.0									
	2018	1	6	13	15	8.44	84.2	13.2	1.58	83.70	535.0									
	2018	1	6	13	30	7.46	84.0	16.8	1.49	82.30	535.0									
	2018	1	6	13	45	6.12	71.3	16.8	1.35	81.70	535.0									
	2018	1	6	14	0	5.25	83.0	13.3	2.10	73.91	534.5									
	2018	1	6	14	15	4.94	91.5	15.3	2.55	71.60	534.5									
	2018	1	6	14	30	4.76	96.0	12.8	2.65	71.86	534.5									
	2018	1	6	14	45	4.52	93.2	19.2	2.82	69.98	534.5									
	2018	1	6	15	0	4.10	70.4	18.2	2.91	70.91	534.0									
	2018	1	6	15	15	5.28	76.4	21.4	3.06	73.83	534.0									
	2018	1	6	15	30	5.73	89.0	11.3	2.55	78.04	534.0									
	2018	1	6	15	45	5.32	71.7	16.0	2.22	86.40	534.0									
	2018	1	6	16	0	5.82	93.5	8.7	1.88	87.10	533.6									
	2018	1	6	16	15	6.42	102.1	8.1	1.31	92.30	533.6									
	2018	1	6	16	30	6.74	106.0	7.4	0.63	95.50	533.6									
	2018	1	6	16	45	6.34	96.9	11.0	0.07	97.60	533.6									
	2018	1	6	17	0	7.67	69.0	21.9	-0.56	98.90	533.2									
	2018	1	6	17	15	8.82	68.9	13.9	-0.68	99.40	533.2									
	2018	1	6	17	30	8.58	86.4	11.9	-0.52	99.50	533.2									
	2018	1	6	17	45	6.94	82.0	10.1	-0.82	99.50	533.2									
	2018	1	6	18	0	4.82	77.2	11.3	-1.25	99.50	534.0									
	2018	1	6	18	15	4.40	65.7	10.3	-1.47	99.40	534.0									
	2018	1	6	18	30	3.93	47.2	7.7	-1.62	97.70	534.0									
	2018	1	6	18	45	10.22	52.4	9.5	-0.94	82.10	534.0									
	2018	1	6	19	0	8.47	53.6	11.0	-1.43	84.70	533.5									
	2018	1	6	19	15	6.04	73.8	15.6	-0.81	75.95	533.5									
	2018	1	6	19	30	6.13	101.6	8.3	-1.03	79.82	533.5									
	2018	1	6	19	45	5.84	96.3	5.3	-0.80	75.52	533.5									
	2018	1	6	20	0	5.65	99.9	13.8	-0.69	69.31	534.0									
	2018	1	6	20	15	5.84	104.7	9.4	-1.78	82.30	534.0									
	2018	1	6	20	30	7.55	97.3	5.7	-2.85	96.80	534.0									
	2018	1	6	20	45	6.83	96.8	8.6	-2.77	97.80	534.0									
	2018	1	6	21	0	6.50	92.7	10.5	-2.77	97.90	534.7									
	2018	1	6	21	15	6.04	67.8	8.1	-2.79	97.80	534.7									
	2018	1	6	21	30	7.93	68.2	13.2	-2.51	97.20	534.7									
	2018	1	6	21	45	7.62	62.7	11.3	-2.21	96.10	534.7									
	2018	1	6	22	0	8.28	72.2	12.7	-1.71	93.50	535.0									
	2018	1	6	22	15	8.90	80.8	9.1	-1.88	96.60	535.0									
	2018	1	7	7	15	1.82	27.6	0.0	-3.41	97.30	-999.9									
	2018	1	7	7	30	2.36	27.6	0.0	-3.31	97.10	-999.9									
	2018	1	7	7	45	1.73	27.5	0.0	-3.19	97.10	-999.9									
	2018	1	7	8	0	1.48	27.5	0.0	-3.07	97.20	534.7									
	2018	1	7	8	15	-999.90	-999.9	-999.9	-2.65	97.40	534.7									
	2018	1	7	8	30	0.51	29.9	9.2	-2.67	97.50	534.7									
	2018	1	7	8	45	1.76	141.4	32.7	-1.46	98.10	534.7									
	2018	1	7	9	0	0.69	184.6	39.1	-1.52	98.40	534.8									
	2018	1	7	9	15	0.86	176.1	85.9	-0.76	98.70	534.8									
	2018	1	7	9	30	1.89	135.4	52.9	-0.34	99.00	534.8									
	2018	1	7	9	45	1.25	221.2	31.6	-1.03	99.00	534.8									
	2018	1	7	10	0	1.62	225.8	45.1	-1.11	99.00	535.0									
	2018	1	7	10	15	1.82	146.6	49.0	-1.11	99.00	535.0									
	2018	1	7	10	30	2.18	80.2	53.8	-0.70	99.10	535.0									
	2018	1	7	10	45	2.43	86.3	28.8	0.26	99.30	535.0									
	2018	1	7	11	0	2.12	134.2	39.2	0.86	99.30	535.1									
	2018	1	7	11	15	3.53	108.3	20.2	0.80	99.30	535.1									
	2018	1	7	11	30	3.85	103.7	15.1	0.59	98.90	535.1									
	2018	1	7	11	45	4.40	101.5	22.6	0.85	98.40	535.1									
	2018	1	7	12	0	3.83	99.3	39.8	0.85	99.00	534.8									
	2018	1	7	12	15	4.52	112.9	13.3	0.53	99.60	534.8									
	2018	1	7	12	30	5.49	103.9	18.6	0.04	99.40	534.8									
	2018	1	7	12	45	6.94	104.7	18.4	-0.06	99.50	534.8									
	2018	1	7	13	0	7.79	100.2	10.2	-0.83	99.40	534.5									
	2018	1	7	13	15	7.04	95.0	7.9	-0.90	99.20	534.5									
	2018	1	7	13	30	7.01	91.3	8.7	-0.83	98.60	534.5									
	2018	1	7	13	45	5.36	77.3	11.6	-0.13	98.20	534.5									
	2018	1	7	14	0	6.19	101.7	16.1	0.20	97.90	534.2									
	2018	1	7	14	15	5.73	101.7	8.9	-0.26	97.90	534.2									
	2018	1	7	14	30	6.24	98.7	10.8	-0.11	97.40	534.2									
	2018	1	7	14	45	6.01	82.3	15.2	0.20	95.70	534.2									
	2018	1	7	15	0	6.65	92.0	11.4	-0.08	96.20	533.7									
	2018	1	7	15	15	5.92	88.2	7.6	-0.60	98.20	533.7									
	2018	1	7	15	30	6.49	94.6	9.7	-0.83	98.40	533.7									
	2018	1	7	15	45	5.42	93.1	11.1	-0.80	97.90	533.7									
	2018	1	7	16	0	5.23	104.2	8.3	-1.02	98.10	533.5									
	2018	1	7	16	15	5.22	94.3	6.7	-1.22	98.40	533.5									
	2018	1	7	16	30	5.30	101.4	9.7	-1.10	98.30	533.5									
	2018	1	7	16	45	6.82	103.9	8.0	-1.16	98.20	533.5									
	2018	1	7	17	0	7.47	109.9	9.6	-0.97	98.20	533.2									
	2018	1	7	17	15	7.43	86.6	14.6	-0.87	98.20	533.2									
	2018	1	7	17	30	7.66	74.8	7.0	-1.30	98.60	533.2									
	2018	1	7	17	45	6.62	68.0	15.8	-1.44	98.30	533.2									
	2018	1	7	18	0	6.48	53.4	21.3	-1.43	98.10	533.0									
	2018	1	7	18	15	7.30	53.4	18.5	-1.66	98.30	533.0									
	2018	1	7	18	30	8.66	78.0	12.4	-1.96	99.00	533.0									
	2018	1	7	18	45	8.19	75.3	10.8	-1.89	99.10	533.0									
	2018	1	7	19	0	8.39	68.7	11.9	-2.15	98.80	533.6									
	2018	1	7	19	15	7.98	64.1	12.8	-2.30	98.40	533.6									
	2018	1	7	19	30	6.74	70.2	11.0	-2.25	98.30	533.6									
	2018	1	7	19	45	6.83	70.7	11.6	-2.07	98.50	533.6									
	2018	1	7	20	0	6.78	68.6	10.8	-2.04	98.60	534.2									
	2018	1	7	20	15	6.05	65.3	9.7	-2.10	98.60	534.2									
	2018	1	7	20	30	5.36	78.2	15.4	-1.93	98.60	534.2									
	2018	1	7	20	45	4.45	57.0	16.7	-2.03	98.60	534.2									
	2018	1	7	21	0	4.69	49.0	11.1	-2.07	98.60	534.6									
	2018	1	7	21	15	3.27	65.9	20.6	-2.13	98.50	534.6									
	2018	1	7	21	30	4.14	42.7	14.8	-2.28	98.40	534.6									
	2018	1	7	21	45	4.30	30.5	5.0	-2.15	98.50	534.6									
	2018	1	7	22	0	4.09	24.2	8.4	-2.11	98.50	535.0									
	2018	1	7	22	15	3.45	58.7	25.0	-2.17	98.50	535.0									
	2018	1	7	22	30	4.05	45.9	24.7	-2.26	98.40	535.0									
	2018	1	7	22	45	4.63	37.3	8.8	-2.52	98.20	535.0									
	2018	1	7	23	0	4.10	24.1	9.3	-2.51	98.10	535.0									
	2018	1	7	23	15	5.23	39.2	8.2	-2.56	98.00	535.0									
